"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"5001600US4831","Congressional District 31 (116th Congress), Texas","883347","5077"
"5001600US4832","Congressional District 32 (116th Congress), Texas","769852","16363"
"5001600US4833","Congressional District 33 (116th Congress), Texas","777745","22612"
"5001600US4834","Congressional District 34 (116th Congress), Texas","727688","12492"
"5001600US4835","Congressional District 35 (116th Congress), Texas","818369","22634"
"5001600US4836","Congressional District 36 (116th Congress), Texas","754178","13965"
"5001600US4901","Congressional District 1 (116th Congress), Utah","776910","4662"
"5001600US4902","Congressional District 2 (116th Congress), Utah","779772","8856"
"5001600US4903","Congressional District 3 (116th Congress), Utah","773622","6017"
"5001600US4904","Congressional District 4 (116th Congress), Utah","830801","10107"
"5001600US5000","Congressional District (at Large) (116th Congress), Vermont","626299","*****"
"5001600US5101","Congressional District 1 (116th Congress), Virginia","813878","12085"
"5001600US5102","Congressional District 2 (116th Congress), Virginia","743410","7535"
"5001600US5103","Congressional District 3 (116th Congress), Virginia","744804","9841"
"5001600US5104","Congressional District 4 (116th Congress), Virginia","747291","14044"
"5001600US5105","Congressional District 5 (116th Congress), Virginia","739410","7201"
"5001600US5106","Congressional District 6 (116th Congress), Virginia","755437","4432"
"5001600US5107","Congressional District 7 (116th Congress), Virginia","812385","11828"
"5001600US5108","Congressional District 8 (116th Congress), Virginia","795467","13109"
"5001600US5109","Congressional District 9 (116th Congress), Virginia","704831","4788"
"5001600US5110","Congressional District 10 (116th Congress), Virginia","862308","10803"
"5001600US5111","Congressional District 11 (116th Congress), Virginia","798464","18220"
"5001600US5301","Congressional District 1 (116th Congress), Washington","768363","11868"
"5001600US5302","Congressional District 2 (116th Congress), Washington","755546","9169"
"5001600US5303","Congressional District 3 (116th Congress), Washington","743322","3423"
"5001600US5304","Congressional District 4 (116th Congress), Washington","735031","3343"
"5001600US5305","Congressional District 5 (116th Congress), Washington","725964","2806"
"5001600US5306","Congressional District 6 (116th Congress), Washington","731742","8237"
"5001600US5307","Congressional District 7 (116th Congress), Washington","799589","11230"
"5001600US5308","Congressional District 8 (116th Congress), Washington","754721","13110"
"5001600US5309","Congressional District 9 (116th Congress), Washington","765285","12815"
"5001600US5310","Congressional District 10 (116th Congress), Washington","756028","10685"
"5001600US5401","Congressional District 1 (116th Congress), West Virginia","606136","3873"
"5001600US5402","Congressional District 2 (116th Congress), West Virginia","624120","3697"
"5001600US5403","Congressional District 3 (116th Congress), West Virginia","575576","1416"
"5001600US5501","Congressional District 1 (116th Congress), Wisconsin","717716","5377"
"5001600US5502","Congressional District 2 (116th Congress), Wisconsin","768067","2588"
"5001600US5503","Congressional District 3 (116th Congress), Wisconsin","724568","3440"
"5001600US5504","Congressional District 4 (116th Congress), Wisconsin","710573","2109"
"5001600US5505","Congressional District 5 (116th Congress), Wisconsin","731341","4364"
"5001600US5506","Congressional District 6 (116th Congress), Wisconsin","714886","3008"
"5001600US5507","Congressional District 7 (116th Congress), Wisconsin","710420","3463"
"5001600US5508","Congressional District 8 (116th Congress), Wisconsin","735997","1553"
"5001600US5600","Congressional District (at Large) (116th Congress), Wyoming","577737","*****"
"5001600US7298","Resident Commissioner District (at Large) (116th Congress), Puerto Rico","3195153","*****"
